NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Study Type
NCT05825651,Long COVID and Its Associations With Health Outcomes in Older Adults,https://clinicaltrials.gov/study/NCT05825651,ACTIVE_NOT_RECRUITING,Long COVID|COVID-19 Pandemic|Elderly Infection|Vaccine Reaction|Lifestyle Factors|Reinfection,OTHER: no interventions,Peking University,National Natural Science Foundation of China,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05813873,The Use of Incentive Spirometry in Adult Patients Hospitalised in a Rehabilitation Center With Long-covid Syndrome,https://clinicaltrials.gov/study/NCT05813873,RECRUITING,Long COVID,OTHER: Triflow|OTHER: Control,European University Cyprus,Eden Resort Wellness Rehabilitation Center,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05812196,Late Respiratory Consequences of SARS-CoV-2 Pneumonia,https://clinicaltrials.gov/study/NCT05812196,RECRUITING,Respiratory Function Tests|Long COVID,DIAGNOSTIC_TEST: Lung function test|BIOLOGICAL: COVID infection,Szeged University,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05764538,DAOIB for the Treatment of Brain Fog,https://clinicaltrials.gov/study/NCT05764538,RECRUITING,Long COVID,DRUG: DAOIB,Chang Gung Memorial Hospital,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05758558,"Cognitive, Psychological, and Physical Functioning in Long-COVID Patients With Different Levels of Fatigue.",https://clinicaltrials.gov/study/NCT05758558,RECRUITING,Post-Acute COVID-19 Syndrome,,Hasselt University,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05703074,Mental Intervention and Nicotinamide Riboside Supplementation in Long Covid,https://clinicaltrials.gov/study/NCT05703074,ACTIVE_NOT_RECRUITING,Long COVID,DIETARY_SUPPLEMENT: Nicotinamide Riboside (NR)|BEHAVIORAL: Mind-body reprocessing therapy (MBRT)|BEHAVIORAL: Care as usual|DIETARY_SUPPLEMENT: Placebo,"University Hospital, Akershus",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05699538,Fatigability in Long COVID-19,https://clinicaltrials.gov/study/NCT05699538,RECRUITING,Long COVID,BEHAVIORAL: Minimal-Dose Home-Based Resistance Exercise,VA Office of Research and Development,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05684952,The Efficacy and Safety of a Chinese Herbal Medicine for Long COVID Associated Fatigue,https://clinicaltrials.gov/study/NCT05684952,RECRUITING,Long COVID,DRUG: Shenlingcao Oral Liquid,Hong Kong Baptist University,"Jiangzhong Pharmaceutical Co., Ltd.",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05670418,Cognitive Function Analysis and qEEG Study in Long COVID-19 Syndrome Patients,https://clinicaltrials.gov/study/NCT05670418,RECRUITING,Long COVID-19 Syndrome,DEVICE: Quantitative Electroencephalography,Indonesia University,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05652634,Chronic Stress as a Risk Factor for Long COVID,https://clinicaltrials.gov/study/NCT05652634,ACTIVE_NOT_RECRUITING,Long COVID|Acute COVID-19,,Medical University of Graz,University of Klagenfurt|Wayne State University,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05638724,"Munich Long COVID Registry for Children, Adolescents, and Adults",https://clinicaltrials.gov/study/NCT05638724,RECRUITING,Post-COVID Condition,,Technical University of Munich,"Charite University, Berlin, Germany|Ruhr University of Bochum, Germany|Technical University of Dresden, Germany|University of Freiburg|University of Hamburg-Eppendorf|Leipniz University Hannover, Germany.|Saarland University Homburg,Germany.|Friedrich Schiller University Jena, Germany|University of Kassel, Germany.|University of Cologne",ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05622669,Understanding Patterns of Fatigue in Health and Disease,https://clinicaltrials.gov/study/NCT05622669,ACTIVE_NOT_RECRUITING,Myeloma|Long COVID|Heart Failure,OTHER: Observational,University of Aberdeen,"University of Cambridge|University of Glasgow|Lancaster University|University of Southampton|University College, London",ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05606211,Pain in Long COVID-19: the Role of Sleep,https://clinicaltrials.gov/study/NCT05606211,ACTIVE_NOT_RECRUITING,Long COVID,OTHER: No intervention,Beth Israel Deaconess Medical Center,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05556733,FMT for Post-acute COVID-19 Syndrome,https://clinicaltrials.gov/study/NCT05556733,ACTIVE_NOT_RECRUITING,Post-Acute COVID19 Syndrome|COVID-19,PROCEDURE: Faecal Microbiota Transplantation,Chinese University of Hong Kong,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05398692,Long Haul COVID Rehabilitation & Recovery Research Program,https://clinicaltrials.gov/study/NCT05398692,RECRUITING,Post-Acute COVID-19 Syndrome,OTHER: Virtual vs On Site Pulmonary Rehabilitation,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05373043,Long-term COVID and Rehabilitation,https://clinicaltrials.gov/study/NCT05373043,RECRUITING,Long-COVID,DIETARY_SUPPLEMENT: Mitoquinone|DIETARY_SUPPLEMENT: Placebo,VA Office of Research and Development,,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05531149,Efficacy and Safety of Trimodulin (BT588) in Subjects With CAP Including COVID-19 Pneumonia,https://clinicaltrials.gov/study/NCT05531149,ACTIVE_NOT_RECRUITING,Respiratory Infection|Pneumonia|Community-acquired Pneumonia|Acute Respiratory Distress Syndrome|COVID-19|Viral Pneumonia|Bacterial Pneumonia|Fungal Pneumonia,DRUG: Trimodulin|DRUG: Placebo (human albumin 1%),Biotest,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05379608,Intermittent Hypoxic-hyperoxic Training in Patients With Cardiovascular Pathology After COVID-19 Infection.,https://clinicaltrials.gov/study/NCT05379608,RECRUITING,COVID-19|Chronic Heart Failure|Hypertension|Arrhythmia|Conduct Disorder|Chronic Coronary Syndrome|Endothelial Dysfunction|Diastolic Dysfunction|Oxygen Consumption|Quality of Life|Exercise Tolerance,PROCEDURE: Intermittent hypoxic-hyperoxic training|PROCEDURE: Intermittent hypoxic-hyperoxic training/control,I.M. Sechenov First Moscow State Medical University,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05197621,The Impact of COVID-19 on Maternal and Neonatal Outcomes,https://clinicaltrials.gov/study/NCT05197621,RECRUITING,COVID-19|Pregnancy; Infection,BIOLOGICAL: mRNA COVID-19 vaccine (Pfizer or Moderna),Johns Hopkins University,Integrated Research Center for Fetal Medicine,FEMALE,"CHILD, ADULT",OBSERVATIONAL
NCT05162508,Impact of COVID-19 SARS-CoV-2 Variability in ICU Hospitalized Patients With Severe Disease,https://clinicaltrials.gov/study/NCT05162508,RECRUITING,SARS-CoV2 Infection|COVID-19 Acute Respiratory Distress Syndrome|Mutation,OTHER: Nasopharyngeal swab,Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT06933017,Feasibility of an Augmented Two-Day Step Test and Causal Modeling for Post-Exertional Symptom Exacerbation in Post Covid-19 Syndrome,https://clinicaltrials.gov/study/NCT06933017,RECRUITING,Long COVID,DEVICE: Portable mask for respiratory gas analysis|DEVICE: Cardio-pulmonary exercise test,Universitair Ziekenhuis Brussel,"Vrije Universiteit Brussel, Jette, Belgium",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT06928480,Effectiveness and Acceptability of the Unified Protocol for the Transdiagnostic Treatment of Emotional Disorders in People With Long COVID-19.,https://clinicaltrials.gov/study/NCT06928480,RECRUITING,Long Covid-19|Emotional Disorder|Anxiety|Depression Disorders|Emotion Regulation,BEHAVIORAL: Unified Protocol for the Transdiagnostic Treatment of Emotional Disorders|OTHER: Treatment as Usual (TAU),Instituto de Investigación Sanitaria Aragón,Hospital Royo Villanova de Zaragoza,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT06776263,Dysfunctional Breathing in Post COVID-19 Condition.,https://clinicaltrials.gov/study/NCT06776263,RECRUITING,Post COVID-19 Condition (PCC)|Dysfunctional Breathing|Breathing Pattern Disorder|Post-Acute COVID-19 Syndrome,,Karolinska Institutet,Karolinska University Hospital,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT06640387,"Viral Dynamics and Transmission of Influenza, RSV and SARS-CoV-2 in Children",https://clinicaltrials.gov/study/NCT06640387,RECRUITING,SARS CoV 2 Infection|RSV Infection|Influenza,"DIAGNOSTIC_TEST: Daily Influenza, RSV or SARS-CoV-2 PCR testing for 10 days",The Hospital for Sick Children,,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT06586398,A Pilot rTMS Trial for Neuropsychiatric Symptoms of Long-COVID,https://clinicaltrials.gov/study/NCT06586398,RECRUITING,Long Covid-19|PASC Post Acute Sequelae of COVID 19|Brain Fog|Fatigue,DEVICE: rTMS,"University of California, Los Angeles",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04456361,Use of Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome Caused by COVID-19,https://clinicaltrials.gov/study/NCT04456361,ACTIVE_NOT_RECRUITING,"ARDS, Human|Covid-19",BIOLOGICAL: Mesenchymal Stem Cells derived from Wharton Jelly of Umbilical cords,Instituto de Medicina Regenerativa,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03188796,The VITDALIZE Study: Effect of High-dose Vitamin D3 on 28-day Mortality in Adult Critically Ill Patients,https://clinicaltrials.gov/study/NCT03188796,RECRUITING,Critical Illness|Vitamin D Deficiency|Covid19,DRUG: Cholecalciferol|DRUG: Placebo,Medical University of Graz,"Medical University of Vienna|Hospital Barmherzige Brüder St. Veit|Klinikum Klagenfurt am Wörthersee|Johannes Kepler University of Linz|Krankenhaus Barmherzige Schwestern Linz|Barmherzige Brüder Vienna|Erasme University Hospital|The Queen Elizabeth Hospital|Goethe University|Kages|KABEG Management|Centre Hospitalier Régional de la Citadelle|Centre Hospitalier Universitaire de Charleroi|Centre Hospitalier Universitaire Mons|Wuerzburg University Hospital|Royal Bolton Hospital NHS Foundation Trust|Heartlands Hospital|Royal Oldham Hospital|East Lancashire Hospitals NHS Trust|University of Plymouth|Royal Victoria Hospital, Belfast|Great Western Hospital|Mid Yorkshire Teaching NHS Trust|Musgrove Park Hospital|Scunthorpe General Hospital|Guy's and St Thomas' NHS Foundation Trust|Nottingham University Hospitals|Hospital Barmherzige Brüder Graz|University Hospital Kiel|University Hospital, Bonn|Johannes Gutenberg University Mainz|University Hospital, Essen|Klinikum rechts der Isar der TUM|Landeskrankenhaus Villach",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05890560,Two-year Efficacy of Three Exercise Rehabilitation Strategies on Dyspnea in Patients Who Presented With Secondary Respiratory Distress Syndrome Secondary to Severe COVID-19 Pneumonia,https://clinicaltrials.gov/study/NCT05890560,RECRUITING,Dyspnea|COVID-19,,Fondation Hôpital Saint-Joseph,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05471011,COVID-19 Outcome Prediction Algorithm,https://clinicaltrials.gov/study/NCT05471011,RECRUITING,"COVID-19|Post Acute Sequelae of COVID-19|Long COVID|Organ Dysfunction Syndrome, Multiple|Frailty Syndrome",OTHER: Blood and nasal swab sampling,"University of California, Los Angeles",Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center|Olive View-UCLA Education & Research Institute|VA Greater Los Angeles Healthcare System|Michael E. DeBakey VA Medical Center|Atlanta VA Medical Center|Bronx VA Medical Center,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05562505,"Trial of Venovenous ECMO to De-Sedate, Extubate and Mobilise in Hypoxic Respiratory Failure",https://clinicaltrials.gov/study/NCT05562505,RECRUITING,Mechanical Ventilation Complication|Hypoxemia|Acute Respiratory Distress Syndrome Due to COVID-19|COVID-19 Respiratory Infection|Pneumonia|Extracorporeal Membrane Oxygenation,OTHER: Venovenous ECMO,Australian and New Zealand Intensive Care Research Centre,The Alfred,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04793269,Characteristics of Long COVID-19 Syndrome,https://clinicaltrials.gov/study/NCT04793269,ACTIVE_NOT_RECRUITING,Long COVID Syndrome,OTHER: No intervention,Christian Clarenbach,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04930978,"Effect of SARS-CoV-2 Disease on Immune Responses, Disease Severity and Treatment Outcomes in Pulmonary Tuberculosis",https://clinicaltrials.gov/study/NCT04930978,RECRUITING,COVID-19 Respiratory Infection|Pulmonary Tuberculoses,,"Tuberculosis Research Centre, India",,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT06920628,PET Imaging of Cyclooxygenase-1 in Participants With Neurological Manifestations of Post-Acute Sequelae of SARS-CoV-2 Infection (PASC),https://clinicaltrials.gov/study/NCT06920628,RECRUITING,Long COVID|Post Acute Sequelae of COVID-19,DRUG: 11C-PS13,National Institute of Mental Health (NIMH),,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04528329,Anosmia and / or Ageusia and Early Corticosteroid Use,https://clinicaltrials.gov/study/NCT04528329,RECRUITING,Covid19|Anosmia,DRUG: Early-Dexamethasone|DRUG: Late dexamethazone,ClinAmygate,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT06091358,Inspiratory Muscle Training in People With Long COVID-19- A Pilot Investigation.,https://clinicaltrials.gov/study/NCT06091358,RECRUITING,Long COVID,DEVICE: PrO2,University of Bath,Swansea University,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05918965,Vagus Stimulation in Female Long COVID Patients.,https://clinicaltrials.gov/study/NCT05918965,RECRUITING,Vagus Nerve Diseases|Long COVID|Long Covid19|Post-COVID-19 Syndrome|Post-COVID Syndrome|Post COVID-19 Condition|Post COVID Condition,DEVICE: transcutaneous electrical vagal neurostimulation,Medical University of Vienna,,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05123755,Phase 2a Multiple Ascending Dose Study in Hospitalized Patients With Pneumonia.,https://clinicaltrials.gov/study/NCT05123755,RECRUITING,"Acute Respiratory Distress Syndrome|Viral or Bacterial Infections|Pneumonia|Pneumonia, Viral|Respiratory Infection|COVID-19 Acute Respiratory Distress Syndrome",DRUG: AV-001 Injection|DRUG: AV-001 Placebo Injection,"Vasomune Therapeutics, Inc.",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04896853,"Treatment of Respiratory Complications Associated With COVID19,Influenza ,Metapneumovirus,RSV Infection Using ProTrans®",https://clinicaltrials.gov/study/NCT04896853,ACTIVE_NOT_RECRUITING,COVID-19 Acute Respiratory Distress Syndrome|Influenza A|Metapneumovirus Pneumonia|Respiratory Syncytial Virus (RSV),BIOLOGICAL: ProTrans®,NextCell Pharma Ab,Karolinska Trial Alliance,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04535128,"COVID-19 Registry to Assess Frequency, Risk Factors, Management, and Outcomes of Arterial and Venous Thromboembolic Complications",https://clinicaltrials.gov/study/NCT04535128,RECRUITING,Covid19|Thrombosis Embolism|DVT|Pulmonary Embolism|Myocardial Infarction|Stroke,OTHER: No intervention,Brigham and Women's Hospital,"Bristol-Myers Squibb|University of Colorado, Denver|Anne Arundel Medical Center|Beth Israel Deaconess Medical Center|Jefferson Medical College of Thomas Jefferson University|University of Virginia",ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT06614309,Non-invasive Treatment for Long COVID (Post COVID-19 Condition) Brain Fog,https://clinicaltrials.gov/study/NCT06614309,RECRUITING,Long COVID,OTHER: Acute Placebo Visit|OTHER: Acute Progressive Carbon Dioxide|OTHER: Acute Intermittent Hypoxia|OTHER: Training: Progressive Carbon Dioxide Ramping|OTHER: Training: Intermittent Hypoxic Exposure|OTHER: Training: Placebo Control,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT06274840,COVID-19 Antibody Responses In Cystic Fibrosis,https://clinicaltrials.gov/study/NCT06274840,RECRUITING,COVID-19|Cystic Fibrosis,,Pilar Azevedo,"Queen's University, Belfast|European Cystic Fibrosis Society - Clinical Trials Network|Cystic Fibrosis Foundation|Medical University Innsbruck",ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05893420,A Rapid Diagnostic of Risk in Hospitalized Patients Using Machine Learning,https://clinicaltrials.gov/study/NCT05893420,RECRUITING,Sepsis|Septicemia|Respiratory Failure|Hemodynamic Instability|COVID-19|Cardiac Arrest|Clinical Deterioration,DEVICE: eCARTv5 clinical deterioration monitoring|OTHER: Standard of care control,"AgileMD, Inc.","Department of Health and Human Services|University of Chicago|BayCare Health System|University of Wisconsin, Madison",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05681455,Physiotherapy for Persistent Function by Superficial Neuromodulation,https://clinicaltrials.gov/study/NCT05681455,RECRUITING,Post-Acute COVID-19 Syndrome|Dysautonomia|Neuromodulation,DEVICE: Neuromodulation NESA NXSIGNAL® device,Universidad Rey Juan Carlos,,FEMALE,ADULT,INTERVENTIONAL
NCT05614336,COVID-19 Antibody Responses in Cystic Fibrosis,https://clinicaltrials.gov/study/NCT05614336,ACTIVE_NOT_RECRUITING,COVID-19|Cystic Fibrosis,BIOLOGICAL: Blood sample,Hospices Civils de Lyon,"Queen's University, Belfast",ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05561868,COVID-19 Antibody Responses in Cystic Fibrosis,https://clinicaltrials.gov/study/NCT05561868,ACTIVE_NOT_RECRUITING,Cystic Fibrosis|COVID-19,,Children's Health Ireland,"European Cystic Fibrosis Society|Cystic Fibrosis Foundation|Queen's University, Belfast",ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05869968,SCIVAX: Biomarkers of Immune Dysfunction and Vaccine Responsiveness in Chronic SCI,https://clinicaltrials.gov/study/NCT05869968,RECRUITING,Spinal Cord Injuries|Traumatic Spinal Cord Injury|Healthy Controls|Flu Vaccine|COVID-19 Vaccine,,Northwell Health,United States Department of Defense|New York State Department of Health,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05074680,COVID-19 Antibody Responses In Cystic Fibrosis,https://clinicaltrials.gov/study/NCT05074680,ACTIVE_NOT_RECRUITING,Cystic Fibrosis,DIAGNOSTIC_TEST: Blood sampling,"Insel Gruppe AG, University Hospital Bern",European Cystic Fibrosis Society|Cystic Fibrosis Foundation,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05248243,Recruitment Assessment in Patients With Acute Respiratory Distress Syndrome and Covid-19,https://clinicaltrials.gov/study/NCT05248243,RECRUITING,Acute Respiratory Distress Syndrome|COVID-19 Pneumonia|Recruitment,PROCEDURE: Recruitment assessment,Ramos Mejía Hospital,,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05054582,COVID-19 Antibody Responses In Cystic Fibrosis: CAR-CF,https://clinicaltrials.gov/study/NCT05054582,ACTIVE_NOT_RECRUITING,Cystic Fibrosis|Covid19,,Medical University Innsbruck,"Queen's University, Belfast|European Cystic Fibrosis Society - Clinical Trials Network|Cystic Fibrosis Foundation",ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04992234,COVID-19 Antibody Responses in Cystic Fibrosis,https://clinicaltrials.gov/study/NCT04992234,ACTIVE_NOT_RECRUITING,Cystic Fibrosis|Covid19,,Vastra Gotaland Region,"Karolinska Institutet|Queen's University, Belfast|European Cystic Fibrosis Society - Clinical Trials Network|Cystic Fibrosis Foundation",ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04904445,COVID-19 Antibody Responses In Cystic Fibrosis,https://clinicaltrials.gov/study/NCT04904445,ACTIVE_NOT_RECRUITING,Cystic Fibrosis,,Erasmus Medical Center,"Queen's University, Belfast|Cystic Fibrosis Foundation|European Cystic Fibrosis Society - Clinical Trials Network",ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04482595,BIO 300 Oral Suspension in Previously Hospitalized Long COVID Patients,https://clinicaltrials.gov/study/NCT04482595,ACTIVE_NOT_RECRUITING,COVID-19|Long COVID|Pulmonary Fibrosis|Post-acute Respiratory Complications of COVID-19,DRUG: BIO 300 Oral Suspension|DRUG: Placebo,Humanetics Corporation,NYU Langone Health|National Institute of Allergy and Infectious Diseases (NIAID),ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
